track_uri,popularity,danceability,energy,speechiness,instrumentalness,liveness,loudness,tempo,valence
spotify:track:7omCJ8LK58BHemymKeNwww,49,0.392,0.253,0.0328,0.0,"(0.208,)",-10.955,103.837,0.444
spotify:track:5dhJhL42WWQLYBUTbMtLF7,64,0.503,0.632,0.0309,1.87e-06,"(0.153,)",-3.516,126.967,0.237
spotify:track:2w4EpqGasrz9qdTwocx54t,74,0.405,0.21,0.0279,0.0,"(0.139,)",-13.214,100.577,0.174
spotify:track:7v819dMrXP7Tge0CycW5GX,33,0.597,0.881,0.106,0.0,"(0.438,)",-3.904,95.0,0.347
spotify:track:3BYyBzKGPOCHeginhe0F77,70,0.376,0.466,0.0353,5.8e-05,"(0.0781,)",-6.927,199.835,0.276
spotify:track:5ukFZPFDJtUCAZOp7JCBB6,49,0.719,0.249,0.0427,0.962,"(0.0843,)",-12.664,75.035,0.239
spotify:track:4MgwasWuqkyRW1fxFx4bNA,49,0.66,0.643,0.0493,0.0,"(0.0263,)",-4.959,89.973,0.928
spotify:track:5OXxeGvDdywUdYiEoPJkZX,0,0.548,0.268,0.0763,0.0,"(0.378,)",-9.135,121.729,0.556
spotify:track:4x9onSnguhX2QdH7BdTm9O,16,0.323,0.564,0.0342,0.941,"(0.113,)",-8.55,122.558,0.0515
spotify:track:2ifnuQCFKVyMpZbsYslXoY,30,0.424,0.903,0.0968,0.0,"(0.0702,)",-6.728,171.025,0.577
spotify:track:4UcPFsY9ai2cfqO1dmOos8,55,0.578,0.0587,0.0405,0.921,"(0.106,)",-21.086,140.085,0.0751
spotify:track:3GKKCjidbffsVOECWr4eHV,46,0.497,0.521,0.0354,0.0,"(0.12,)",-6.945,147.848,0.18
spotify:track:2447kmmuvZ1GsqUczFZZoj,55,0.532,0.697,0.0349,0.0,"(0.0665,)",-7.34,148.031,0.46
spotify:track:12FnUUrO89sqrwGeRWyTr5,50,0.723,0.471,0.0299,0.0,"(0.0925,)",-3.843,107.928,0.426
spotify:track:0WYpGWDkIEcYXbRkVvs0xv,15,0.889,0.402,0.108,0.0,"(0.184,)",-9.474,108.981,0.712
spotify:track:70hPrDT6LMcokDWFF9qYYV,0,0.643,0.418,0.0493,4.96e-06,"(0.191,)",-8.228,111.789,0.633
spotify:track:0ZNnzpmCatghL4niEIRkHH,0,0.353,0.893,0.12,0.0,"(0.0708,)",-3.856,189.619,0.64
spotify:track:6Vecwo7AHst9V2CE3kmwr0,66,0.668,0.739,0.0308,0.0,"(0.13,)",-4.919,131.918,0.571
spotify:track:0PG9fbaaHFHfre2gUVo7AN,78,0.747,0.57,0.081,0.0,"(0.0832,)",-6.711,133.992,0.65
spotify:track:7yuQfty6xy8DkToRRERmot,56,0.619,0.0822,0.0489,0.854,"(0.119,)",-18.256,73.022,0.16
spotify:track:6rHVDVq2yeM3JMwKvtYLXv,21,0.53,0.462,0.0328,0.0,"(0.376,)",-6.389,146.018,0.477
spotify:track:3nSixKwsNItNoeAQCJqTd7,43,0.576,0.562,0.091,0.0,"(0.112,)",-8.188,136.038,0.511
spotify:track:5qHUFe5qNKkkntUSLLUZj9,47,0.338,0.227,0.034,0.89,"(0.124,)",-19.105,157.775,0.0661
spotify:track:6HvdOjJdYTpJ9TYTMxBP7u,37,0.417,0.962,0.182,2.97e-06,"(0.308,)",-2.755,172.019,0.545
spotify:track:1ODfAdMUA3RHrcVlKGr8MW,43,0.735,0.183,0.0442,0.817,"(0.132,)",-18.963,132.005,0.816
spotify:track:3KunPHIvhxrUaHny2Z1J9w,58,0.332,0.258,0.0375,0.91,"(0.102,)",-15.761,143.656,0.0393
spotify:track:2rwjUt0sN70LrTQNig73zi,0,0.502,0.251,0.0274,0.933,"(0.12,)",-12.881,148.13,0.185
spotify:track:38ziexLQWy5aX117oZZGZd,14,0.471,0.51,0.0534,0.00131,"(0.11,)",-6.006,118.371,0.0462
spotify:track:6GEuveYPJYeiRpYeGvKyMw,43,0.577,0.176,0.79,0.943,"(0.104,)",-14.679,155.868,0.16
spotify:track:6vjymPak0JRQC2P84XlI9t,0,0.824,0.534,0.0363,3.62e-06,"(0.0877,)",-4.679,141.983,0.206
spotify:track:1ai54RVIzu7IKebNbPEwMv,50,0.459,0.349,0.045,0.27,"(0.127,)",-11.557,206.662,0.805
spotify:track:6I9rJKR6WPRir6XoAaaJvH,67,0.4,0.406,0.035,1.88e-06,"(0.108,)",-5.668,118.892,0.377
spotify:track:3yb2hJ1kKDEhLo3qfw7zlr,65,0.426,0.132,0.0787,0.0,"(0.0809,)",-12.346,85.039,0.283
spotify:track:2GpG2QO2PqwY8tzR2ABrcO,18,0.672,0.73,0.029,0.0,"(0.139,)",-4.74,119.984,0.609
spotify:track:45jGOHwYKgsRYbAJ8DR61d,64,0.523,0.445,0.0329,0.0,"(0.18,)",-6.359,78.957,0.336
spotify:track:1JEa171Cj0er9o1movNCAW,29,0.582,0.818,0.0328,0.795,"(0.101,)",-11.517,123.026,0.263
spotify:track:62NVyyEBiRxGae3SeB97nl,0,0.453,0.441,0.0435,0.000135,"(0.106,)",-6.275,84.672,0.184
spotify:track:5WFDIzFaBO4qIDzTDMH0zn,16,0.383,0.938,0.0677,7.99e-06,"(0.251,)",-3.066,166.014,0.585
spotify:track:25r05XySxvy7FYA6MCJ7a3,0,0.63,0.696,0.0854,0.0,"(0.372,)",-3.393,99.13,0.584
spotify:track:0Jc5tn1CAx5fAMJxAaYfMu,15,0.606,0.805,0.0307,2.18e-05,"(0.124,)",-3.728,99.956,0.427
spotify:track:1g0RumUzQO6qRjtuOOkkAo,0,0.581,0.512,0.0302,0.0,"(0.175,)",-6.616,143.86,0.399
spotify:track:5axvnZK8GJBacFf4e1hCPs,0,0.669,0.514,0.0284,0.0,"(0.304,)",-9.265,128.022,0.31
spotify:track:4FSejBjuCSqv0NsJskPShe,51,0.648,0.515,0.0281,0.00141,"(0.0596,)",-8.411,165.928,0.742
spotify:track:0Uc9PhfV2oP7mhXlLux6SM,0,0.611,0.609,0.0308,1.14e-06,"(0.105,)",-7.486,118.997,0.271
spotify:track:76Qq0ilar4dnXv5ABpEkDw,33,0.442,0.719,0.0299,5.66e-06,"(0.102,)",-3.667,159.916,0.398
spotify:track:5vfMjIatnJWwfwWpzp3YxE,44,0.647,0.564,0.0659,0.0,"(0.149,)",-5.155,107.886,0.547
spotify:track:1knbenpnNbaewAdVs36g0R,36,0.648,0.648,0.0374,0.00135,"(0.129,)",-6.024,83.052,0.808
spotify:track:1BSWJCJxXLzWTvErkKcUOn,33,0.694,0.234,0.0431,0.941,"(0.125,)",-17.655,88.061,0.247
spotify:track:2pD74s7WAlBWUXjrTsKgdS,58,0.802,0.547,0.0518,0.0,"(0.109,)",-7.034,109.966,0.922
spotify:track:5VBEyc4i8MIS1IVVvgBDr6,49,0.31,0.54,0.346,0.000129,"(0.0713,)",-9.629,180.994,0.148
spotify:track:7HSI17jDTRBAccDRIuEtok,25,0.699,0.403,0.0256,0.000268,"(0.118,)",-10.04,94.994,0.465
spotify:track:52mzfAbzLhjOH2IbXl8ILZ,44,0.588,0.396,0.0326,1.38e-06,"(0.176,)",-8.182,75.016,0.319
spotify:track:1NCUe90ZCiWTnWn3umrwqw,64,0.771,0.816,0.0581,0.000963,"(0.339,)",-7.104,104.958,0.438
spotify:track:0BpBSD0KbLXrqQk1jQKvQi,43,0.613,0.188,0.0402,0.872,"(0.118,)",-16.882,78.015,0.284
spotify:track:4CjGrRGLysTkB2sECV570E,52,0.653,0.459,0.0412,0.0,"(0.303,)",-9.663,119.89,0.579
spotify:track:3B78FvpuV72fUwmvbyUotW,31,0.672,0.157,0.063,0.833,"(0.0908,)",-18.001,167.965,0.735
spotify:track:77dwRzKegOkVtlHajKnDCb,59,0.644,0.743,0.0331,0.0,"(0.0831,)",-4.076,125.913,0.274
spotify:track:4hJO2Fe2lDnjlzbQwKUI9f,12,0.539,0.279,0.028,0.77,"(0.137,)",-12.575,106.172,0.233
spotify:track:3atqfvHwNUtXwWhhhkVBm7,12,0.614,0.228,0.0316,0.0,"(0.106,)",-12.336,109.569,0.146
spotify:track:046MBhhgQJJghnbgZCkaAR,64,0.478,0.736,0.0367,9.58e-05,"(0.118,)",-7.124,144.705,0.564
spotify:track:2seKT5TPJiCrP4EwL6W8n1,0,0.636,0.533,0.0243,1.04e-06,"(0.0794,)",-6.799,96.986,0.419
spotify:track:4AVUqcPZB0AaRF0tCmyNiI,38,0.588,0.791,0.0402,0.00258,"(0.118,)",-5.595,94.933,0.487
spotify:track:6gFPdkLitG8mpiWKKZ3lgE,32,0.608,0.798,0.0432,0.0,"(0.156,)",-5.092,92.943,0.501
spotify:track:08Ov5PSmldmPxZDGufK6Pj,36,0.534,0.669,0.0331,0.0,"(0.14,)",-5.458,160.028,0.383
spotify:track:6ndwXLb0911rcUDnSnUd1P,56,0.66,0.205,0.0342,0.912,"(0.0856,)",-25.16,139.866,0.184
spotify:track:27p3K96AquzKfdysK1nmr0,19,0.246,0.0987,0.0412,5.78e-05,"(0.108,)",-19.41,169.452,0.181
spotify:track:1IWNylpZ477gIVUDpJL66u,69,0.752,0.87,0.0623,1.12e-05,"(0.489,)",-3.812,120.006,0.784
spotify:track:0KuV1Lu0SFNGwlfNGPiRqb,39,0.618,0.136,0.0459,2.25e-05,"(0.128,)",-20.099,89.771,0.311
spotify:track:2W5acFzXf5FrktecuD30Or,64,0.683,0.722,0.0358,4.2e-05,"(0.35,)",-4.039,95.012,0.854
spotify:track:7er7WofjVw4QwPAyxH39jH,72,0.539,0.673,0.0315,0.0,"(0.113,)",-5.872,141.829,0.19
spotify:track:3oDkdAySo1VQQG0ptV7uwa,82,0.665,0.651,0.156,0.0,"(0.0896,)",-5.515,163.935,0.237
spotify:track:3mQOuUXXiNfyabkqLfzy6G,9,0.543,0.273,0.0315,0.000983,"(0.14,)",-13.236,149.691,0.529
spotify:track:0KTfZWEWivacSuZSjUe7JS,51,0.669,0.873,0.0494,0.0,"(0.137,)",-4.315,88.029,0.827
spotify:track:6512LmhVpv9NGbuvrFSKWk,0,0.465,0.7,0.0378,0.0,"(0.112,)",-4.888,168.044,0.235
spotify:track:6IK8OzOAHZrTGa9LkVcgx4,28,0.764,0.648,0.0303,5.83e-06,"(0.0897,)",-5.922,106.995,0.894
spotify:track:7oVEtyuv9NBmnytsCIsY5I,78,0.585,0.972,0.0534,0.0,"(0.0707,)",-4.45,110.006,0.585
spotify:track:5mdNyCS7ttVcAyVYOIFEjs,62,0.531,0.172,0.0351,1.01e-05,"(0.0615,)",-12.34,129.007,0.168
spotify:track:0o8N0fxKN57tniHRBeCtDx,43,0.56,0.316,0.0427,0.922,"(0.0865,)",-11.974,165.976,0.292
spotify:track:5xvW6Jx9hLAR6j0fkFFdws,51,0.46,0.12,0.0349,0.678,"(0.118,)",-17.195,114.746,0.209
spotify:track:3L19besdNQzd342qL78xqm,71,0.81,0.55,0.17,5.69e-06,"(0.107,)",-7.46,76.503,0.183
spotify:track:63UA2nqfG4sjBj1gMp2MA7,15,0.676,0.406,0.028,0.00049,"(0.172,)",-7.031,114.837,0.286
spotify:track:5QG7japuKXBZ7yU5fQtznu,0,0.671,0.68,0.0939,0.0,"(0.26,)",-5.459,126.036,0.755
spotify:track:3txoEV56Y7vrcduhIyTFi5,7,0.413,0.419,0.0292,0.000229,"(0.0532,)",-7.683,95.018,0.376
spotify:track:7l97ElWmIdVHWUaOeeU5ZC,80,0.453,0.383,0.163,0.0,"(0.387,)",-11.015,105.029,0.333
spotify:track:3qNdf4NMZclvCmerKJhEQn,39,0.632,0.253,0.0395,0.0,"(0.106,)",-12.557,134.91,0.311
spotify:track:4ZtFanR9U6ndgddUvNcjcG,89,0.563,0.664,0.154,0.0,"(0.0849,)",-5.044,166.928,0.688
spotify:track:5eBulThueWYS9KXM5YL1St,27,0.176,0.105,0.0394,0.893,"(0.126,)",-18.624,78.408,0.0668
spotify:track:0vVyVjDpFCqoCVTbrOLBmz,44,0.491,0.368,0.0419,0.0,"(0.0754,)",-5.788,116.991,0.373
spotify:track:4WzhjxvLP95y7AMDy0Atwb,74,0.481,0.267,0.0339,0.0,"(0.249,)",-9.249,117.64,0.137
spotify:track:1c39AwcrkN9srI7Az5662I,71,0.768,0.754,0.141,0.919,"(0.11,)",-6.713,85.016,0.0388
spotify:track:3W1ekYTjDocGlomcSRyJYs,14,0.476,0.0956,0.0643,0.939,"(0.107,)",-17.626,135.332,0.0755
spotify:track:3OHjNBuTONQiCNdvz68cLf,33,0.472,0.521,0.0303,0.0,"(0.104,)",-7.15,151.011,0.242
spotify:track:36614jRE5gbd32fL1yAxv7,60,0.763,0.127,0.0495,0.00562,"(0.101,)",-16.937,136.901,0.518
spotify:track:46UAvVjo0sy8RVn8Z8jTFl,0,0.587,0.773,0.0529,6.6e-05,"(0.251,)",-3.391,128.007,0.76
spotify:track:1XdWCjBFcnzmLD3NyXFgjl,0,0.767,0.0351,0.102,0.881,"(0.103,)",-21.688,76.071,0.36
spotify:track:4VaE1ylqZ4x8XHp6KN5vs1,43,0.695,0.0484,0.0409,0.617,"(0.282,)",-20.37,104.934,0.218
spotify:track:2uEJanMvnA1dXgX1ASnPQm,57,0.665,0.62,0.035,0.0,"(0.113,)",-5.43,91.008,0.451
spotify:track:4G9addS7Yq5ihZBQLXG2Mj,60,0.548,0.221,0.0401,0.0,"(0.109,)",-8.383,140.649,0.457
spotify:track:08w1hnWW4GhVm61DoVojsY,56,0.519,0.461,0.035,0.0,"(0.29,)",-9.525,79.035,0.358
spotify:track:259aXdUV4WUVuAGby6NDQ3,15,0.412,0.0154,0.0871,0.0,"(0.0975,)",-28.054,86.056,0.144
spotify:track:2eAvDnpXP5W0cVtiI0PUxV,92,0.609,0.692,0.0259,0.0,"(0.0864,)",-2.958,116.959,0.454
spotify:track:4bVuIlGQBMWS7vIhcx8Ae4,73,0.537,0.674,0.0277,0.0,"(0.265,)",-5.134,136.002,0.33
spotify:track:1QjlOs0XfxGg4elD4kTDQC,31,0.633,0.381,0.0315,1.21e-05,"(0.0894,)",-8.914,130.787,0.249
spotify:track:6sqNctd7MlJoKDOxPVCAvU,72,0.414,0.936,0.0758,0.0,"(0.369,)",-2.407,170.229,0.74
spotify:track:42r5vctImpWyG6EGwwmNX2,27,0.514,0.59,0.0325,0.00171,"(0.232,)",-11.191,80.051,0.0771
spotify:track:4KEajwt0GZGlKJWRPPjYsQ,0,0.269,0.0901,0.0347,0.00105,"(0.105,)",-11.838,76.689,0.12
spotify:track:5yh0phgrkE0qQeWJs3x3hf,49,0.12,0.0456,0.0383,0.921,"(0.113,)",-24.199,89.648,0.0393
spotify:track:6Kaf3CGpLGPUQb514Z0GmZ,0,0.516,0.697,0.0284,0.0,"(0.138,)",-5.656,134.879,0.391
spotify:track:39KG4kom3enSx4GTThuDGt,73,0.441,0.219,0.0419,0.0,"(0.115,)",-14.586,94.021,0.244
spotify:track:7zODPHkwNgDFZzhv5NhhVw,53,0.598,0.115,0.0461,0.0,"(0.106,)",-13.856,103.402,0.229
spotify:track:7aCdXnpn7oPN1sz3i78t7x,56,0.527,0.742,0.0265,1e-06,"(0.303,)",-3.857,97.972,0.494
spotify:track:5W4kfIXyDZG7RAKQwIahJJ,34,0.589,0.668,0.0329,0.0,"(0.191,)",-5.501,158.875,0.472
spotify:track:29yUM7cyxQgVn9MfrJjCom,60,0.474,0.461,0.0328,0.0,"(0.111,)",-6.292,73.994,0.116
spotify:track:5xV85j7onluuPf6TxFb1P4,38,0.542,0.581,0.0477,0.0,"(0.187,)",-6.622,97.371,0.492
spotify:track:7K1rgZFFYJDGvagtN7NNYz,0,0.564,0.496,0.104,2.38e-05,"(0.322,)",-7.432,126.4,0.586
spotify:track:029B34AzPVXzOQCyaJpkdH,0,0.532,0.455,0.156,0.0,"(0.237,)",-8.366,148.182,0.204
spotify:track:4n1oum6u8Usfs9YSEwXZb8,49,0.355,0.324,0.0319,1.39e-05,"(0.0704,)",-10.25,97.956,0.0989
spotify:track:78tklixeyaPpSWqoORP579,17,0.67,0.191,0.047,0.0,"(0.0791,)",-11.676,77.749,0.617
spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,70,0.57,0.664,0.0322,1.2e-05,"(0.0719,)",-4.718,162.084,0.487
spotify:track:1TPLsNVlofwX1txcE9gZZF,68,0.51,0.363,0.0304,0.0,"(0.109,)",-8.635,78.0,0.426
spotify:track:79BgrSSsxTvGA3JHhfBDMi,0,0.751,0.0972,0.0503,0.786,"(0.116,)",-21.151,123.973,0.541
spotify:track:1SsStlByoR0UmFBjF0nb0Q,17,0.565,0.515,0.0257,0.802,"(0.251,)",-10.15,135.439,0.85
spotify:track:5U0RzSPAVv4jxWkLinGLWF,56,0.729,0.754,0.0322,0.000757,"(0.234,)",-5.063,105.987,0.627
spotify:track:6PUNRsgEKn0MbBoXSLAd5J,0,0.217,0.108,0.0386,0.309,"(0.0804,)",-20.572,121.012,0.12
spotify:track:5BEtrncXCtVKq3841MdsNE,33,0.427,0.304,0.0436,1.14e-05,"(0.111,)",-9.661,116.977,0.153
spotify:track:3wiB2Tp9ytXPysd8RdY86p,0,0.867,0.115,0.218,0.886,"(0.0772,)",-12.284,82.016,0.369
spotify:track:7oNWxUm3Aqrze0AOlJQbGb,28,0.31,0.00664,0.0441,0.913,"(0.0626,)",-36.803,64.609,0.201
spotify:track:6mqdunuFFSODHKcpDTFvAj,0,0.688,0.775,0.0381,1.98e-05,"(0.104,)",-4.436,129.969,0.469
spotify:track:20XpwQOXXG8I9BKAo00a5o,22,0.516,0.86,0.0422,0.0,"(0.541,)",-4.666,140.625,0.408
spotify:track:3JqHPQ8kjBNZEkm43nkbYO,0,0.569,0.417,0.0278,0.84,"(0.11,)",-12.794,136.127,0.187
spotify:track:13CVSGLSFl4UxpDVR6u3dq,65,0.387,0.253,0.0336,0.000159,"(0.0848,)",-8.901,68.004,0.134
spotify:track:0T4AitQuq8IJhWBWuZwkFA,70,0.719,0.87,0.0472,0.0,"(0.187,)",-3.073,134.979,0.732
spotify:track:60zCXVn6QyD4TddmlvnXYw,0,0.597,0.712,0.0716,0.0,"(0.0538,)",-5.06,157.992,0.679
spotify:track:2Yl4OmDby9iitgNWZPwxkd,71,0.82,0.568,0.411,0.0,"(0.0952,)",-8.23,152.279,0.535
spotify:track:1nBpOzhk48RP7WNT2OOw9W,40,0.546,0.433,0.0935,0.0,"(0.122,)",-7.894,77.397,0.249
spotify:track:4STbrq5bzWgmMWb2ZOjXMY,20,0.391,0.193,0.0344,0.0,"(0.134,)",-13.879,125.577,0.0974
spotify:track:49clMzwHdKb5f0awEH99pg,62,0.736,0.502,0.0242,0.0105,"(0.0843,)",-7.465,105.003,0.533
spotify:track:1KIexl4u7hSwibanSu52tk,0,0.393,0.102,0.0322,0.0,"(0.0924,)",-14.313,79.878,0.417
spotify:track:6ATM1zRLGYYP72J9xwnL1L,65,0.71,0.648,0.0373,0.0,"(0.117,)",-5.955,102.111,0.468
spotify:track:1fLiqfFp4sUuSlIqpZitte,35,0.606,0.446,0.0433,0.000315,"(0.0949,)",-9.163,135.95,0.277
spotify:track:3bH4HzoZZFq8UpZmI2AMgV,2,0.828,0.689,0.0326,0.0384,"(0.0808,)",-7.878,123.931,0.853
spotify:track:0b8yCQVfS27XdftBFvWfVC,43,0.446,0.6,0.0331,0.0,"(0.0497,)",-6.688,160.034,0.4
spotify:track:5FMSmqgBagV4KSMqMjB2Ro,53,0.399,0.34,0.0364,0.0,"(0.138,)",-8.936,98.346,0.393
spotify:track:2TxCwUlqaOH3TIyJqGgR91,82,0.749,0.748,0.0323,0.000443,"(0.469,)",-7.011,137.547,0.827
spotify:track:0MVnhm9F7xIu9Lc8t8dL2u,52,0.759,0.268,0.0469,3.63e-06,"(0.111,)",-7.027,109.85,0.589
spotify:track:5NvOZCjZaGGGL597exlQWv,82,0.432,0.652,0.0285,0.0,"(0.258,)",-4.969,190.028,0.507
spotify:track:2E9Wqs7Ih2DYUO0iTHYwKf,0,0.723,0.9,0.0948,0.0,"(0.0644,)",-3.566,145.96,0.616
spotify:track:0bBcKsyXErcfqquZfAAtza,14,0.872,0.722,0.0431,0.000439,"(0.0692,)",-5.427,113.994,0.915
spotify:track:5StWQQ5nY9UnyvfpZUpFz7,21,0.216,0.206,0.0397,0.043,"(0.181,)",-12.039,66.383,0.0742
spotify:track:09vsMMZ8hl4Mtb5ODwbqOt,35,0.788,0.427,0.045,0.00196,"(0.0701,)",-10.399,120.043,0.688
spotify:track:3WUiiqaOUI1K6ttDLS2dJ1,43,0.717,0.754,0.0704,0.0,"(0.468,)",-6.143,89.972,0.736
spotify:track:7Ec5VCqrysMwRe9tFH61jK,31,0.472,0.977,0.419,0.000159,"(0.986,)",-2.409,169.953,0.66
spotify:track:169wa9uIwUM326YuSvpDA4,23,0.46,0.541,0.0507,0.0,"(0.321,)",-9.094,160.131,0.452
spotify:track:2uNWvNzCJYc4vuPvtu2lFD,6,0.527,0.511,0.0733,0.000912,"(0.37,)",-11.426,169.636,0.318
spotify:track:5kYDqyWWSHap8GAQs40Hhw,23,0.66,0.666,0.0472,0.0,"(0.0268,)",-4.342,89.974,0.933
spotify:track:5VGlqQANWDKJFl0MBG3sg2,80,0.276,0.715,0.0432,0.000417,"(0.201,)",-5.356,137.028,0.173
spotify:track:6kP57bEoT8R9ytlGUfUTmB,0,0.662,0.783,0.0503,1.45e-05,"(0.27,)",-5.759,109.952,0.728
spotify:track:4lA9zZtqzx8cTQQst4RWZ9,28,0.603,0.0961,0.0423,0.968,"(0.0848,)",-23.467,76.991,0.0398
spotify:track:19bX4zmC2zDben2ldhoRB3,58,0.594,0.507,0.0816,0.000871,"(0.132,)",-6.141,159.729,0.137
spotify:track:736B63TZx939yQZUXl7TMa,48,0.735,0.531,0.0293,6.24e-06,"(0.0867,)",-7.845,106.985,0.642
spotify:track:4oNl3gzuiaoccrFeaDukbK,31,0.713,0.473,0.274,0.609,"(0.254,)",-8.109,79.501,0.759
spotify:track:1jUA4rb6ZCv4gby4YU53xq,75,0.466,0.759,0.199,0.0,"(0.0587,)",-4.978,160.033,0.328
spotify:track:0sNyGfSEa20ExLJLZmxSLQ,0,0.513,0.496,0.0511,0.0,"(0.106,)",-6.049,113.072,0.676
spotify:track:09srzgD7Cs6x9pp3ijjxr7,0,0.644,0.65,0.0933,0.000251,"(0.122,)",-5.354,146.074,0.75
spotify:track:4tZvPdZBlmmjruMqpaEAMS,0,0.505,0.285,0.027,2.85e-05,"(0.121,)",-9.17,137.955,0.223
spotify:track:6sQckd3Z8NPxVVKUnavY1F,72,0.575,0.434,0.0312,6.59e-05,"(0.105,)",-8.193,145.916,0.348
spotify:track:1bUnRHYmsB0foeCMt6id4Q,0,0.681,0.847,0.0587,0.0,"(0.0592,)",-3.588,124.013,0.703
spotify:track:22PMfvdz35fFKYnJyMn077,80,0.621,0.82,0.0367,0.0,"(0.104,)",-4.865,144.905,0.452
spotify:track:0vJBL4Dx9aVFsHSqdApU3H,60,0.392,0.274,0.043,0.0,"(0.182,)",-10.391,59.019,0.246
spotify:track:6bioW1LHzS92xtmWT6NeWl,57,0.669,0.798,0.0498,8.55e-05,"(0.076,)",-6.628,108.024,0.548
spotify:track:6nh6zDSvONACUF6M2st4iH,41,0.45,0.186,0.0376,1.57e-05,"(0.11,)",-10.58,135.49,0.329
spotify:track:1gHJI8wWs2AWJKkPip6NLj,21,0.629,0.775,0.0646,0.915,"(0.119,)",-6.179,179.662,0.558
spotify:track:1MYykjk7e8qHCEEpciGKH5,29,0.466,0.359,0.0314,0.0,"(0.162,)",-6.347,124.892,0.307
spotify:track:6Pmna3dEZtoxJuHaww2pz7,0,0.449,0.616,0.0273,0.000287,"(0.151,)",-3.713,163.943,0.244
spotify:track:1RgunHWDsn6aVJRx0xF9oK,12,0.424,0.16,0.0304,0.791,"(0.377,)",-16.572,99.013,0.105
spotify:track:3LXdDaWoHnp8B8TjoJ248N,0,0.653,0.344,0.0284,0.0,"(0.0878,)",-6.491,77.492,0.525
spotify:track:66qClvnOxJrTV6ZNTzkxqf,0,0.436,0.177,0.0332,0.787,"(0.086,)",-12.796,111.941,0.0741
spotify:track:67K4DYiDFxAPbGLKk6ONQD,35,0.415,0.527,0.0362,4.3e-05,"(0.245,)",-7.25,125.949,0.294
spotify:track:6H24mLtQinXFA0xItGCnRm,15,0.71,0.683,0.064,0.862,"(0.257,)",-11.234,123.948,0.591
spotify:track:1sOQ8HssAMKlYgAgneaSTy,46,0.525,0.75,0.0394,3.86e-06,"(0.145,)",-6.731,143.963,0.375
spotify:track:70e9zuv2pJc7ON1OUAJ1zl,50,0.624,0.34,0.029,0.0337,"(0.0805,)",-12.411,129.987,0.261
spotify:track:0b6l1obmzq1YrqiKBVLtIo,55,0.681,0.568,0.136,0.000173,"(0.446,)",-6.264,140.004,0.301
spotify:track:4MsUsFfWseB9M2plGJyuIw,13,0.614,0.839,0.0702,0.0,"(0.112,)",-4.143,182.123,0.657
spotify:track:3XkODQB4J2EQIOVKIhXp56,44,0.294,0.989,0.145,0.0,"(0.0474,)",-0.886,94.198,0.388
spotify:track:1GBvA8kRruGYka86HgGoGX,0,0.524,0.131,0.0404,0.0,"(0.135,)",-14.869,134.335,0.132
spotify:track:483F7Aq2oYRsvwmfzVj9uj,0,0.724,0.693,0.049,0.000216,"(0.11,)",-6.732,154.001,0.737
spotify:track:1sIKkwYIffUw0vLU8RsWIR,52,0.267,0.312,0.0314,0.0,"(0.31,)",-11.951,142.572,0.327
spotify:track:0BVEbjiM0J3gz8QDpL4j3o,0,0.315,0.751,0.0517,0.0,"(0.0984,)",-5.74,119.566,0.272
spotify:track:5upBeytuX4s1VgVFCJlnCK,32,0.679,0.359,0.0365,0.832,"(0.0977,)",-12.991,143.784,0.143
spotify:track:3OuGSXPBrF5VxaZ9QwE4NO,25,0.478,0.181,0.136,0.0,"(0.0871,)",-12.644,170.224,0.367
spotify:track:3vXdK7DCzJyp1MIh10TJFS,69,0.628,0.634,0.0322,7.24e-06,"(0.0456,)",-5.508,97.99,0.606
spotify:track:5qmXgeIDa1lXB07pgAVlNM,0,0.548,0.554,0.0587,0.0,"(0.0708,)",-6.408,79.918,0.382
spotify:track:5LUg3woLYpiaNwXHDVWcY5,41,0.782,0.613,0.0344,2.37e-06,"(0.13,)",-7.667,90.024,0.777
spotify:track:4RfGeVDrON1JJWtWOyn8wQ,6,0.592,0.921,0.0463,0.0,"(0.649,)",-4.226,115.082,0.396
spotify:track:7GLBqDKAJLCLIsj2GEDkSw,65,0.569,0.291,0.043,0.0,"(0.137,)",-14.509,151.659,0.313
spotify:track:6fOdEVtBckhYW9P8QwT1yV,50,0.714,0.572,0.0278,0.886,"(0.121,)",-9.691,130.011,0.238
spotify:track:31fMJwgrgNdk1IbWZEchX2,65,0.712,0.0784,0.0544,0.0,"(0.107,)",-19.067,121.443,0.642
spotify:track:2R7E1srMlJfMZWsyw0yjh2,45,0.627,0.754,0.0314,0.00811,"(0.0839,)",-8.222,125.025,0.692
spotify:track:0SrkVEzLqJCG1pxWMqeT1P,0,0.555,0.303,0.0402,0.0,"(0.122,)",-6.369,178.472,0.536
spotify:track:0xDxS2g775ttrfrwDQl9f8,63,0.673,0.607,0.219,0.0,"(0.0708,)",-8.855,86.055,0.526
spotify:track:3tZ9zFWeupwDORFgI0krgD,38,0.587,0.205,0.0739,0.909,"(0.126,)",-16.121,74.988,0.172
spotify:track:5pcjystBtalYeqaiXCcgEY,66,0.589,0.496,0.0377,0.0,"(0.101,)",-7.606,142.731,0.44
spotify:track:2BcEoz9R3B5gjCP64GHHsJ,28,0.607,0.517,0.028,0.0015,"(0.0954,)",-7.137,119.955,0.192
