track_uri,popularity,danceability,energy,speechiness,instrumentalness,liveness,loudness,tempo,valence
spotify:track:67C8hEFlov5fmMF0qPTEEN,3,0.469,0.289,0.0402,0.545,"(0.211,)",-14.782,121.544,0.434
spotify:track:6Dnde0XZ6txwBfh6ySICKu,1,0.686,0.68,0.422,0.00816,"(0.257,)",-6.474,134.691,0.604
spotify:track:5P8Xvy5tzhmfyfA6GplQ8h,49,0.853,0.338,0.0491,0.00602,"(0.135,)",-9.124,113.881,0.927
spotify:track:612576BgopFREtpx2jf473,31,0.703,0.704,0.0439,0.000145,"(0.0632,)",-7.671,103.943,0.87
spotify:track:6glklpxk7EtKIdxA3kYQS5,0,0.668,0.673,0.145,0.0,"(0.194,)",-5.714,171.812,0.727
spotify:track:0NRHj8hDwwmSPaA41o379r,70,0.636,0.402,0.031,0.0,"(0.107,)",-7.855,125.952,0.208
spotify:track:7ffPDOubDeDBzuLQIxXc53,0,0.482,0.802,0.224,0.0,"(0.11,)",-5.846,93.551,0.519
spotify:track:6tHB1FilFhtQztB0U8A6uC,0,0.52,0.827,0.038,0.0,"(0.0841,)",-3.588,143.903,0.519
spotify:track:0JvUjekRwmDcQq4S0Sxocf,56,0.758,0.574,0.0572,0.00272,"(0.102,)",-6.889,151.985,0.261
spotify:track:3Ms2JUwxA2tj3GCFvxY3XU,52,0.635,0.549,0.0261,0.00148,"(0.0841,)",-5.737,90.023,0.122
spotify:track:0V64VQHOOcwC60IMRrrXFa,52,0.505,0.86,0.0975,0.0,"(0.138,)",-5.459,130.054,0.516
spotify:track:6NKn02oJDkUkRa9IHbMe3n,62,0.753,0.574,0.0483,3.71e-06,"(0.141,)",-4.57,89.024,0.527
spotify:track:1PxXZvOzSpLxGS1acAu2TJ,0,0.662,0.376,0.0568,0.872,"(0.836,)",-15.767,143.005,0.365
spotify:track:3gmn76fCtpDazGMnN0QMHX,79,0.924,0.563,0.0802,0.0,"(0.103,)",-7.899,117.06,0.872
spotify:track:6DKTGEAjKuUIdY57v7zMpC,54,0.577,0.448,0.189,0.0,"(0.61,)",-9.215,137.694,0.543
spotify:track:0J6itzTcqu5pIPFS7fXbzy,36,0.117,0.0788,0.0392,0.874,"(0.105,)",-21.479,81.932,0.0301
spotify:track:7w2AeAl2LcBjFA1b5anK9s,32,0.476,0.534,0.154,0.000236,"(0.112,)",-7.432,91.646,0.234
spotify:track:7IL3UOlcJ6nmcCMwpnlfcA,62,0.545,0.458,0.0279,0.0,"(0.118,)",-4.6,79.943,0.164
spotify:track:17AC7TruArd5pZU5R0UwgP,0,0.547,0.935,0.0414,0.444,"(0.203,)",-10.265,177.296,0.889
spotify:track:13EBvDGB4DEmtYUMVFdfN6,4,0.32,0.215,0.0407,0.0,"(0.0959,)",-12.41,73.687,0.217
spotify:track:0p5xEJ10MMJEGTuwJbngbn,55,0.41,0.256,0.0284,6.31e-06,"(0.116,)",-8.653,137.741,0.308
spotify:track:2okUgAeIdzYXM7FsZsnz6N,0,0.505,0.921,0.188,1.39e-05,"(0.953,)",-5.696,104.007,0.33
spotify:track:62svCZKEVkBaP7lO5OZ8k3,32,0.367,0.22,0.0502,0.0,"(0.314,)",-13.023,173.62,0.22
spotify:track:08wnOyN1wyMaNrup3m353f,69,0.162,0.353,0.0509,0.274,"(0.575,)",-11.286,110.76,0.0551
spotify:track:0aV5uARAknQgYhBaK944FP,80,0.483,0.84,0.119,0.000575,"(0.146,)",-6.508,157.979,0.55
spotify:track:35TBe9pjTZpb2Mn4kug9Vp,25,0.871,0.43,0.0507,0.876,"(0.107,)",-8.74,98.965,0.765
spotify:track:7qLPynt52N0NzHoJEpgI3V,43,0.396,0.224,0.0295,2.72e-06,"(0.118,)",-10.534,69.271,0.244
spotify:track:0CXTWMbFdW6sSnob25Futl,24,0.725,0.687,0.0294,0.000972,"(0.113,)",-6.379,122.005,0.642
spotify:track:6Q11it7GH2FsBQ4v8Xsy2M,43,0.205,0.0467,0.0458,0.865,"(0.1,)",-23.25,66.073,0.0975
spotify:track:0QZfrZd737YvyxYgUx7JaQ,44,0.667,0.246,0.0371,0.919,"(0.0945,)",-17.423,136.045,0.267
spotify:track:6jShoT9pQam6vzsJzKkevB,45,0.323,0.556,0.0696,0.0,"(0.236,)",-8.927,179.592,0.326
spotify:track:07si8fzpjvW0CVT3Ok5TD7,22,0.597,0.562,0.0316,0.0,"(0.361,)",-9.615,90.027,0.395
spotify:track:2oUwZFTl9SXGBoJn7BWnit,50,0.698,0.696,0.0266,0.0,"(0.098,)",-6.122,106.986,0.608
spotify:track:1o3jqz4hz4TQlXiWI6j09Z,0,0.599,0.289,0.0373,2.79e-05,"(0.111,)",-8.761,138.261,0.534
spotify:track:5aAx2yezTd8zXrkmtKl66Z,0,0.681,0.594,0.282,3.49e-06,"(0.134,)",-7.028,186.054,0.535
spotify:track:406ZlqOP9nLQxJFBY7d9S4,77,0.757,0.58,0.0328,0.0,"(0.0367,)",-4.574,115.01,0.698
spotify:track:2Vv7OUb0VgufsPc53l8xZs,29,0.514,0.534,0.0256,0.0,"(0.334,)",-6.131,80.026,0.359
spotify:track:1pOPNG0hcHwJNes7sxjlLu,44,0.636,0.252,0.0563,0.779,"(0.119,)",-10.455,77.938,0.672
spotify:track:0bcoBtFwqdhHNgT3Y29sTa,47,0.515,0.493,0.0297,0.0,"(0.0945,)",-7.837,123.986,0.567
spotify:track:0d28khcov6AiegSCpG5TuT,87,0.818,0.705,0.177,0.00233,"(0.613,)",-6.679,138.559,0.772
spotify:track:1kN9UiyOSRVCrSc49ft0lp,56,0.549,0.307,0.0351,0.0,"(0.0871,)",-9.171,135.57,0.428
spotify:track:4frLb7nWtsz2ymBE6k2GRP,76,0.659,0.291,0.0348,0.0,"(0.0771,)",-8.275,119.829,0.406
spotify:track:3aVbBzgUrMJLNYDY6sRkdP,39,0.594,0.378,0.0333,0.0,"(0.151,)",-8.276,76.061,0.254
spotify:track:4j6kId9QIqhoXvqHKgSKa0,80,0.645,0.721,0.0336,0.143,"(0.204,)",-4.394,182.928,0.88
spotify:track:4Fh1CzvLHIUn26tjbZZ1mR,60,0.474,0.535,0.0354,0.0,"(0.413,)",-6.566,79.95,0.324
spotify:track:3khEEPRyBeOUabbmOPJzAG,85,0.577,0.941,0.105,3.36e-06,"(0.0891,)",-5.17,101.921,0.292
spotify:track:5qZfXgmPNpw3NeJ3DPhV3y,28,0.369,0.964,0.143,0.0,"(0.322,)",-2.827,204.169,0.549
spotify:track:1RKAxuKyqo3tc89Qfh7xIp,24,0.824,0.394,0.187,0.00112,"(0.104,)",-12.631,162.022,0.755
spotify:track:7nD9nN3jord9wWcfW3Gkcm,65,0.689,0.791,0.053,0.0,"(0.0526,)",-5.194,95.04,0.755
spotify:track:4anMp1snWhpCRzxWObDzRZ,31,0.568,0.637,0.0313,5.98e-06,"(0.1,)",-5.977,76.037,0.452
spotify:track:2ytqDhgvsWd8Q6lLiIbpfa,0,0.481,0.831,0.03,0.0,"(0.102,)",-3.569,95.089,0.42
spotify:track:4BuOAqySiBakUTVMq5jlwH,0,0.542,0.634,0.0292,0.0,"(0.0945,)",-6.38,93.956,0.536
spotify:track:6Im9k8u9iIzKMrmV7BWtlF,82,0.83,0.585,0.094,0.0,"(0.248,)",-6.476,109.978,0.485
spotify:track:6PCUP3dWmTjcTtXY02oFdT,83,0.461,0.834,0.0989,1.14e-05,"(0.14,)",-4.868,135.007,0.471
spotify:track:4kEhwajTV4psTYa9FaWwac,0,0.462,0.357,0.055,1.04e-05,"(0.318,)",-9.476,97.579,0.188
spotify:track:209NkbzmsUa9pAobU7xGyf,46,0.587,0.828,0.149,0.0,"(0.327,)",-5.105,123.884,0.519
spotify:track:0gDmDje75Thm9KUg0dg5bE,40,0.832,0.162,0.256,0.935,"(0.0907,)",-12.617,142.325,0.349
spotify:track:6FVd6tUHGkprwnM4Y4RdeZ,0,0.359,0.536,0.0577,0.0,"(0.6,)",-10.387,137.331,0.243
spotify:track:3rsZY9djzo1egB9OBJLuQ1,0,0.424,0.438,0.0553,0.0,"(0.0837,)",-5.53,128.983,0.325
spotify:track:5AADyLlMNyHMpUK901UB65,42,0.307,0.732,0.091,0.0082,"(0.244,)",-7.446,92.454,0.517
spotify:track:58OoLddolifCTeEx8TG49E,29,0.802,0.509,0.0663,0.0,"(0.156,)",-8.564,101.029,0.743
spotify:track:1aDyeu6FGxYwTpoAW4It6g,0,0.534,0.466,0.0383,2.03e-06,"(0.108,)",-4.14,68.858,0.323
spotify:track:6fVEUbabOISTHJclQl8KBr,39,0.799,0.283,0.0503,0.945,"(0.148,)",-13.26,84.961,0.158
spotify:track:2Eowpnfjs5iXP8OLToAOYA,33,0.457,0.528,0.0356,0.0,"(0.0811,)",-6.984,104.613,0.523
spotify:track:6W9YXVte9iLHgZxxGojjDY,37,0.772,0.206,0.0385,0.901,"(0.255,)",-11.661,140.038,0.0631
spotify:track:3zdReVr5E4rRDaJ7JVTD3i,14,0.457,0.728,0.0285,2.03e-05,"(0.0989,)",-4.78,150.087,0.379
spotify:track:40O81QRnJMsL7T1tYIt9VK,34,0.811,0.32,0.0947,0.427,"(0.114,)",-16.6,150.076,0.168
spotify:track:5XH1DAQAa855jAPHZlXDZH,26,0.359,0.0529,0.0514,1.69e-05,"(0.105,)",-15.773,82.269,0.166
spotify:track:3jMa9Tocf5dIiL2b0lW58h,0,0.705,0.704,0.0409,0.0,"(0.107,)",-4.236,125.869,0.574
spotify:track:1nRHE3fyknlOsrW56oG53W,44,0.577,0.79,0.0311,5e-06,"(0.0703,)",-3.94,122.047,0.494
spotify:track:2D6ZA92U9vpcVhrRnd8rFN,41,0.533,0.668,0.123,0.0,"(0.111,)",-7.273,87.81,0.441
spotify:track:6Vsp05I0ALYY4TmlEazB90,0,0.521,0.22,0.0418,0.0,"(0.244,)",-9.709,184.864,0.234
spotify:track:2rBOPNXoRpsNhAzzh4FOXC,3,0.742,0.794,0.0464,0.0,"(0.0869,)",-7.159,120.028,0.672
spotify:track:3LI0ywJ9Eyt6VVEgBeQGd9,37,0.704,0.535,0.382,1.4e-06,"(0.095,)",-7.461,77.951,0.668
spotify:track:1DNeg0Ud9PClh0bxZ3fwsx,0,0.518,0.302,0.0256,0.0,"(0.0954,)",-7.993,94.918,0.124
spotify:track:0occ3Gxp6ZV5DUmJNuEsQB,52,0.65,0.868,0.084,1.61e-05,"(0.245,)",-3.988,87.961,0.71
spotify:track:6oBlh50s7cXs1NJeSBrZIe,0,0.515,0.343,0.029,0.0,"(0.0832,)",-9.168,85.864,0.377
spotify:track:6glNKSv2aUtfQhe1SJBZZt,66,0.555,0.282,0.0612,0.0,"(0.0927,)",-8.228,125.522,0.382
spotify:track:1aWv9DUKWkRD8k54O3uhc8,36,0.434,0.269,0.0357,0.0,"(0.123,)",-12.382,128.776,0.28
spotify:track:0KQx6HOpJueiSkztcS0r7D,78,0.652,0.609,0.037,0.00101,"(0.233,)",-7.519,95.986,0.482
spotify:track:0uu6n0WkIs57FDmucveb6e,51,0.666,0.223,0.0329,0.953,"(0.107,)",-17.041,102.981,0.122
spotify:track:69uJi5QsBtqlYkGURTBli8,66,0.588,0.149,0.0319,9.65e-05,"(0.236,)",-16.728,124.689,0.113
spotify:track:0COqiPhxzoWICwFCS4eZcp,87,0.331,0.943,0.0698,2.06e-06,"(0.242,)",-3.188,94.612,0.296
spotify:track:2lAHEbHnXwGPzaGCiiDjjJ,37,0.597,0.0756,0.0708,0.866,"(0.103,)",-22.813,148.025,0.559
spotify:track:6WKRu8667xrx1vZwQEFYC6,2,0.615,0.847,0.136,0.0,"(0.485,)",-3.495,165.046,0.356
spotify:track:2BOV6xcJpo7x02O2YOPtlA,11,0.522,0.647,0.0936,0.000407,"(0.116,)",-9.019,91.954,0.603
spotify:track:3f3cliOygeuUpGRwdohy12,67,0.429,0.4,0.0882,3.25e-05,"(0.087,)",-11.679,72.487,0.357
spotify:track:5bZibD0hVYmrEVF8pOXR16,0,0.652,0.649,0.085,0.00015,"(0.123,)",-5.349,146.066,0.745
spotify:track:1STI4fkKpaDzpiH1VFkWvG,0,0.603,0.895,0.032,0.0,"(0.433,)",-3.975,125.987,0.643
spotify:track:1JJOL5EhixrtlbXDWKS0yj,54,0.422,0.519,0.0339,0.0,"(0.102,)",-5.531,179.811,0.358
spotify:track:4mIymnf9YwLHwSEkYKd0JQ,0,0.432,0.664,0.0302,0.0,"(0.15,)",-4.662,156.216,0.294
spotify:track:5P5q534QkLw9wpE5pu9YNP,41,0.437,0.178,0.0831,0.851,"(0.0871,)",-19.025,143.42,0.18
spotify:track:4fFfyouye6vrX9o9z4PVMu,4,0.47,0.221,0.0371,0.0,"(0.104,)",-9.243,133.714,0.264
spotify:track:4mf6HE25CkxeezcdWyfUGO,0,0.719,0.135,0.0656,0.0,"(0.0935,)",-12.074,88.251,0.594
spotify:track:4Q3mSfAwAVu3l2uX0mKKcg,0,0.459,0.0259,0.0459,0.904,"(0.116,)",-23.548,73.266,0.108
spotify:track:6sDlpW12XYBk05wPDDkCkt,42,0.728,0.269,0.0428,0.862,"(0.131,)",-18.74,112.019,0.0582
spotify:track:7bG6SQBGZthPDG5QJL5Gf7,69,0.5,0.342,0.175,0.0,"(0.59,)",-9.536,77.124,0.684
spotify:track:1oew3nFNY3vMacJAsvry0S,81,0.545,0.783,0.0345,0.0,"(0.132,)",-4.261,174.084,0.551
spotify:track:56vrI1G34S5WBpHr59O7Vf,0,0.679,0.815,0.03,0.0175,"(0.0795,)",-4.638,97.572,0.963
spotify:track:6yStkN9QDIkYZsoLGMRFI2,0,0.54,0.509,0.152,1.34e-06,"(0.324,)",-7.575,119.104,0.182
spotify:track:13jOUAJE5tHgidRLrmSpO5,52,0.547,0.458,0.0304,0.0,"(0.114,)",-7.682,67.1,0.377
spotify:track:1xKwzNCnCOpqWJJA5TAZan,15,0.423,0.407,0.0267,0.000961,"(0.11,)",-7.45,139.048,0.161
spotify:track:5Qr7StTFbXhgHt9JlqJx0I,49,0.662,0.326,0.0293,0.0,"(0.0985,)",-5.529,95.926,0.634
spotify:track:2pir3lGD2dNsBjPRCN5Xxt,46,0.718,0.0634,0.206,0.799,"(0.0982,)",-20.546,74.956,0.225
spotify:track:0Nt3UdaA4KrHEUSNwq9nCI,51,0.571,0.564,0.0927,0.0213,"(0.193,)",-8.474,74.981,0.408
spotify:track:6KHP1NEfjiOis1KMVoBakX,0,0.501,0.394,0.0258,0.0,"(0.12,)",-7.409,140.805,0.174
spotify:track:64JEPeStrjsxwTQRC7NiZg,0,0.639,0.247,0.0283,1.9e-05,"(0.0953,)",-9.942,112.714,0.275
spotify:track:5ufOMPVpnpGNeMyGgOej68,0,0.581,0.571,0.135,5.68e-06,"(0.14,)",-8.733,74.973,0.328
spotify:track:5w9tvghGhhd55pUC0fpS3Y,0,0.75,0.578,0.0398,0.0,"(0.0946,)",-7.112,119.945,0.494
spotify:track:6R6ihJhRbgu7JxJKIbW57w,66,0.654,0.325,0.282,2.14e-05,"(0.152,)",-11.925,139.886,0.39
spotify:track:20oBVYrfvO9PixEbKxRNKi,0,0.703,0.824,0.0615,0.000325,"(0.113,)",-4.981,121.009,0.778
spotify:track:4weQVJtq8hv7BDnWKfhZZY,0,0.564,0.959,0.102,0.000296,"(0.253,)",-2.419,164.006,0.638
spotify:track:42NpUvd0I2kdIuMXX4nobE,0,0.631,0.54,0.257,5.87e-06,"(0.0711,)",-5.742,112.868,0.814
spotify:track:1z6WtY7X4HQJvzxC4UgkSf,79,0.652,0.749,0.0886,0.0,"(0.604,)",-5.248,94.103,0.651
spotify:track:7IOWBBn068pOn3Jn4MiMyY,19,0.429,0.683,0.18,0.0,"(0.333,)",-6.363,89.752,0.804
spotify:track:44aT0akZ0fmxybFOEaQSEp,34,0.489,0.846,0.0335,4.15e-06,"(0.21,)",-6.627,164.706,0.645
spotify:track:7EbyUTpRnq2KIg8LXE4blC,5,0.266,0.165,0.0346,0.699,"(0.0885,)",-14.737,70.107,0.0451
spotify:track:3XeqINnregzwBJNg7RyyH4,58,0.689,0.416,0.0494,1.64e-06,"(0.0637,)",-9.247,127.031,0.248
spotify:track:4xIzFwbnxTAZRrPnIUm4y2,0,0.404,0.489,0.036,0.000331,"(0.251,)",-8.049,131.558,0.128
spotify:track:4A4yi3loAgIpq0qHZLC9py,0,0.764,0.463,0.0956,0.35,"(0.143,)",-12.178,100.01,0.731
spotify:track:5k7C5x4njsKt9PVwnzNE1B,29,0.307,0.39,0.0461,0.000121,"(0.0815,)",-9.407,89.626,0.289
spotify:track:6Pd73yNBtoVpTRM6xLwOGp,64,0.699,0.738,0.0259,5.42e-05,"(0.163,)",-7.487,120.001,0.671
spotify:track:257hjgmCDF0yNzHItdR8Ml,31,0.508,0.854,0.0292,0.39,"(0.133,)",-8.195,96.004,0.577
spotify:track:5BVIZf8m649sKuvqDMeDdz,38,0.643,0.445,0.0377,0.873,"(0.13,)",-10.514,81.971,0.209
spotify:track:6ciLLh4TkPYDUfNxn2Z0KO,63,0.56,0.88,0.0567,0.0,"(0.299,)",-3.953,129.97,0.573
spotify:track:408TyH9YoTkH9J0Da9Ue8C,0,0.519,0.634,0.0398,0.0,"(0.302,)",-6.61,159.869,0.273
spotify:track:0tkJnDYPIxF1xqxKe8x8YU,52,0.474,0.948,0.057,0.0,"(0.123,)",-2.487,163.029,0.75
spotify:track:2dRju2f8UHxSo2MBGV2vsc,38,0.437,0.159,0.033,0.0,"(0.143,)",-10.088,137.265,0.251
spotify:track:4RVwu0g32PAqgUiJoXsdF8,88,0.332,0.225,0.0348,0.00349,"(0.128,)",-8.697,81.055,0.297
spotify:track:0yLdNVWF3Srea0uzk55zFn,97,0.707,0.681,0.0668,5.15e-06,"(0.0322,)",-4.325,117.999,0.646
spotify:track:3QuzFJUtG9H4RoEv5J9mCP,39,0.729,0.512,0.0527,0.0,"(0.695,)",-9.975,102.935,0.663
spotify:track:0qbfdprRS71e9up5pOmbQo,43,0.615,0.65,0.133,0.0,"(0.308,)",-6.167,150.126,0.658
spotify:track:5vu5o6RUJ2YiXv3LaPDYIF,62,0.906,0.541,0.0415,1.9e-06,"(0.116,)",-6.947,124.998,0.788
spotify:track:1aqJNrQR9CnaGBRajgevbc,25,0.532,0.36,0.0283,0.0495,"(0.13,)",-10.959,139.885,0.353
spotify:track:0vDezaYCKyQcp2GjwZdgTg,0,0.413,0.611,0.0397,0.00366,"(0.113,)",-6.991,111.898,0.314
spotify:track:51rXHuKN8Loc4sUlKPODgH,74,0.645,0.705,0.299,0.0,"(0.128,)",-5.008,137.133,0.376
spotify:track:7sJwGtoWgkVRwzujlyT3cp,0,0.529,0.398,0.388,0.0,"(0.0637,)",-8.238,99.714,0.567
spotify:track:41yc1aa7GGsGJQSE4deiQz,36,0.475,0.201,0.0441,0.0,"(0.216,)",-15.645,128.813,0.482
spotify:track:2phOvDSPYV4n5hEmCbubOv,50,0.656,0.835,0.0396,0.00449,"(0.317,)",-4.068,120.008,0.736
spotify:track:5FIltuhveV3tEQnjGcRjxl,34,0.562,0.418,0.0251,0.261,"(0.107,)",-7.555,97.946,0.31
spotify:track:1qJ0kcCxnkEtaOiII7PniD,33,0.75,0.509,0.043,0.897,"(0.339,)",-7.798,78.008,0.284
spotify:track:1i9iliTpiPLizleapSg37I,65,0.821,0.241,0.0388,0.0,"(0.0982,)",-9.881,93.024,0.487
spotify:track:5wWLNNwMAehpj83FU4Lz0m,67,0.546,0.663,0.0536,0.0,"(0.178,)",-6.071,171.698,0.407
spotify:track:2sv701JQBqKDWa13MIVXDE,37,0.65,0.96,0.0366,0.0723,"(0.081,)",-5.134,139.997,0.957
spotify:track:3KwXYGcCixDcR8UtuI1gdD,32,0.641,0.782,0.0423,9.07e-06,"(0.0525,)",-4.677,77.025,0.626
spotify:track:1cG0umU5TKStygKsPFZ9pY,62,0.483,0.787,0.102,0.0,"(0.257,)",-5.244,122.058,0.58
spotify:track:2qqn52sp9dDk2F9PdTrpwZ,50,0.52,0.911,0.055,1.54e-06,"(0.34,)",-3.945,139.046,0.614
spotify:track:6wdCelHrPh7UfliNjwRTUv,72,0.447,0.16,0.0372,0.0,"(0.0891,)",-10.896,118.313,0.205
spotify:track:1TaHc8PNPFGy0skXd7xVwO,48,0.572,0.318,0.0352,0.908,"(0.108,)",-8.156,120.038,0.0882
spotify:track:2qJ7Bhzdnqz2vl8gl36oo7,25,0.412,0.883,0.0647,0.0,"(0.125,)",-4.489,184.002,0.574
spotify:track:4oBIqV6T0FmTWUtnHQCOEc,26,0.502,0.456,0.0314,0.0,"(0.346,)",-6.223,113.878,0.389
spotify:track:7sk73N1SgNZweS3ozl3NXs,50,0.814,0.384,0.292,0.00305,"(0.0968,)",-7.953,157.992,0.537
spotify:track:4O97hprGA7LhzMH9rYEe4Y,47,0.587,0.455,0.0258,0.0,"(0.148,)",-8.091,139.906,0.319
spotify:track:0e3ctvfNdTAtzVAMVdDbNZ,35,0.663,0.191,0.0572,0.941,"(0.0828,)",-16.159,180.14,0.245
spotify:track:4r62BfbhGHrTSyHc6vVX2K,40,0.619,0.162,0.0364,0.936,"(0.104,)",-13.711,120.004,0.0386
spotify:track:1kno4HN1SjoPgzmSYRCOID,7,0.297,0.872,0.236,0.00119,"(0.0741,)",-6.01,95.135,0.339
spotify:track:3dcu0TMrxtPUMrCFxCNPbD,0,0.608,0.447,0.0285,0.0,"(0.19,)",-8.205,94.054,0.683
spotify:track:4EHVb6tfuBEiVScxtYQzrB,0,0.265,0.28,0.0384,0.891,"(0.115,)",-11.365,118.99,0.0862
spotify:track:30UszgTxEuJVG5SUFyBffT,66,0.522,0.336,0.0275,0.0,"(0.109,)",-8.577,90.646,0.566
spotify:track:3DyabKiwlcCNPqvh8LVJvv,44,0.71,0.302,0.0374,0.91,"(0.106,)",-16.194,127.985,0.123
spotify:track:5yY0HgXMNRB59E1ckLcn0t,37,0.522,0.345,0.0349,0.0346,"(0.101,)",-12.368,76.869,0.169
spotify:track:7x91w5f5x7UayENcGAP5i2,51,0.572,0.319,0.0685,0.0,"(0.161,)",-6.206,110.922,0.359
spotify:track:6ECp64rv50XVz93WvxXMGF,84,0.712,0.862,0.0378,0.0,"(0.093,)",-4.612,95.051,0.809
spotify:track:0GjRpNo8kEaT7q3DAFpGYq,38,0.665,0.226,0.0438,0.736,"(0.13,)",-22.138,135.999,0.0392
spotify:track:5Vmq7HQeUzgHHKMDPDq6R3,38,0.54,0.171,0.0459,0.953,"(0.118,)",-22.106,80.16,0.168
spotify:track:5baXzOMmD0sf26hayRqfqI,58,0.487,0.0746,0.0327,0.0,"(0.108,)",-12.952,106.328,0.123
spotify:track:58bcZrfWzsEIaYcXsbDo1c,0,0.46,0.566,0.0502,5.96e-06,"(0.0967,)",-5.637,168.408,0.189
spotify:track:0TrPqhAMoaKUFLR7iYDokf,72,0.79,0.694,0.0708,0.00252,"(0.281,)",-7.726,103.007,0.508
spotify:track:7b4E6eJJwIKHZJvRqSHEXI,38,0.504,0.596,0.0297,0.0,"(0.137,)",-5.913,136.025,0.205
spotify:track:5RdAeKBqfcOhufEeEAlK0t,8,0.713,0.923,0.0555,0.886,"(0.129,)",-10.484,128.008,0.187
spotify:track:4MVk2KbUWzgDD9KHEbnRpK,0,0.377,0.316,0.0303,0.0,"(0.0993,)",-10.344,159.864,0.523
spotify:track:1BnlsdOIWVndA2DiYWAkyp,45,0.673,0.252,0.0512,0.75,"(0.109,)",-15.823,139.963,0.135
spotify:track:4wj1tEulHdv34pQU3sbur9,35,0.615,0.189,0.058,0.901,"(0.0963,)",-18.154,105.725,0.282
spotify:track:1B4gJRq61xTs6r1O0Uq2iY,74,0.921,0.607,0.209,1.12e-06,"(0.123,)",-7.397,140.071,0.753
spotify:track:0hxgUAFD4bgQ0Pu3LUFbSX,25,0.528,0.348,0.0855,0.889,"(0.291,)",-19.457,76.055,0.209
spotify:track:2CoxJRIhTKvHyFIq9FcDO5,71,0.602,0.298,0.0385,0.0,"(0.117,)",-13.333,119.889,0.316
spotify:track:47k499cJ1NmsQGwxcvkuP9,40,0.507,0.116,0.0654,0.922,"(0.0857,)",-19.757,176.218,0.447
spotify:track:2cKiHG16JBiqHdi7Llq0r7,69,0.545,0.745,0.0286,0.0,"(0.0907,)",-3.098,106.094,0.413
spotify:track:7HCEIetU7PDEoxpxTufK6m,35,0.565,0.138,0.0326,0.936,"(0.104,)",-18.817,93.336,0.0682
spotify:track:52cXS0ytHOQqFt5Scvdg7W,0,0.357,0.334,0.0365,5.44e-06,"(0.173,)",-10.968,76.332,0.523
spotify:track:3n3Ppam7vgaVa1iaRUc9Lp,69,0.355,0.918,0.0746,0.0,"(0.0971,)",-4.36,148.114,0.24
spotify:track:0J25iyO65P7X7SLF9SHBCt,21,0.49,0.931,0.0663,0.0,"(0.353,)",-3.44,143.924,0.455
spotify:track:0lJfGPKpRUAhHnopa5SN3s,0,0.434,0.266,0.0364,0.0,"(0.109,)",-8.824,157.334,0.284
spotify:track:1ABS9lKaZ1uXkXCqr9zFO7,57,0.666,0.726,0.0262,0.0,"(0.0892,)",-2.998,128.044,0.468
spotify:track:7v1b4MWB8Gr4xqUAfrkhjD,21,0.718,0.571,0.0541,0.0,"(0.124,)",-8.224,74.978,0.84
spotify:track:6Pxp2YYuFluzng2obJ2bvq,0,0.503,0.19,0.0295,1.29e-06,"(0.0678,)",-10.704,84.136,0.121
spotify:track:2RfOBk0HoyAKNQMX6gWbDW,47,0.823,0.444,0.0319,0.867,"(0.121,)",-7.97,88.029,0.258
spotify:track:48OfdM6n9VJQ7o21QdNEwb,37,0.54,0.87,0.0289,5.08e-06,"(0.124,)",-4.834,98.943,0.49
spotify:track:43ifJorY04mYdTIZJXRjHN,0,0.283,0.473,0.0353,0.000594,"(0.157,)",-8.892,98.381,0.0847
spotify:track:5oqDgw5VGBln5dSIOPWyBq,79,0.649,0.622,0.0582,0.0,"(0.594,)",-7.054,90.024,0.106
spotify:track:0TdwFfFc4eHYUcELjrSDeo,25,0.658,0.586,0.181,4.66e-06,"(0.0893,)",-6.083,155.87,0.678
spotify:track:2I4NfDyog74Wq8R8btJDY3,31,0.571,0.761,0.143,1.08e-05,"(0.127,)",-4.748,129.889,0.217
spotify:track:2AG05yYbb5NLo5HJQOus2v,30,0.707,0.417,0.0508,0.768,"(0.351,)",-9.93,146.012,0.335
spotify:track:6qElTDh0OatDTUoROu0vup,63,0.51,0.612,0.0372,1.58e-05,"(0.156,)",-7.629,150.041,0.193
spotify:track:3khq7Wf6bds8DkoKjTc5jY,9,0.438,0.451,0.0428,0.0,"(0.375,)",-8.775,175.887,0.488
spotify:track:48LZLWlKuyrcp4t0iQJeqd,33,0.423,0.344,0.0457,0.0899,"(0.115,)",-13.491,117.941,0.329
spotify:track:1GHRempxln5XiNEYYvPz7f,60,0.699,0.833,0.0508,5.43e-05,"(0.325,)",-5.33,95.093,0.871
spotify:track:4dOFnTw3HIYdoeWU2HrR0P,0,0.628,0.909,0.0579,0.94,"(0.103,)",-6.959,126.996,0.597
spotify:track:1GYRwjEo8rxv5NEu33cFut,35,0.722,0.798,0.0267,0.0,"(0.302,)",-4.904,110.924,0.944
spotify:track:0pEkK8MqbmGSX7fT8WLMbR,75,0.722,0.565,0.0335,0.0,"(0.165,)",-5.848,104.483,0.488
spotify:track:0g3HJztr5rZHcLVJ9CUmVJ,17,0.354,0.0888,0.0371,0.0316,"(0.186,)",-18.776,99.178,0.272
spotify:track:6h7sx7cT2IGYyWuLSP2ysw,32,0.582,0.91,0.0579,0.0,"(0.0606,)",-4.946,143.07,0.877
spotify:track:5TtmfZaNSYEcTR49cureT0,73,0.607,0.469,0.0337,4.48e-05,"(0.0488,)",-6.49,120.014,0.331
